0    43.3125
60    54.4375
120    62.3125
181    66.75
241    69.1875
300    70.4375
361    71.3125
421    71.6875
481    72.0625
541    72.25
600    72.4375
660    72.5
720    72.8125
781    73
841    73
900    73.0625
